seller_id,order_quarter,total_orders,cumulative_orders,next_quarter,churn,monetary,cumulative_monetary,recency_days,active_months_count,active_days_count,tenure_months,seller_city,seller_state,median_review_score,total_orders_late_to_carrier,total_orders_late_to_customer,median_approval_time_hours,top_main_category
3d0cd21d41671c46f82cd11176bf7277,2018Q3,1,9,,1,33.9,2123.7999999999997,55,1,1,13.9,joinville,SC,5.0,0,0,17.95,industry_business
3d2400ac620cffa23ac81bd192f7f555,2018Q3,1,1,,1,105.0,105.0,48,1,1,1.6,sao bernardo do campo,SP,5.0,0,0,0.24,tools
3d2531eccfbde1d7c8db7a3a12fb267a,2018Q2,7,7,2018Q3,0,1199.75,1199.75,2,2,7,1.9,contagem,MG,5.0,0,0,24.05,beauty_health
3d2531eccfbde1d7c8db7a3a12fb267a,2018Q3,2,9,,1,699.8,1899.55,42,2,2,4.9,contagem,MG,4.5,1,0,9.3,beauty_health
3d290fe363c60a77498c1126fd3fb8d3,2017Q1,1,1,2017Q2,0,19.99,19.99,20,1,1,0.7,itapevi,SP,3.0,0,0,0.0,electronics
3d290fe363c60a77498c1126fd3fb8d3,2017Q2,2,3,,1,178.99,198.98000000000002,27,2,2,3.7,itapevi,SP,5.0,1,0,17.94,electronics
3d39fbf22a665714baf62fae36029e23,2017Q1,2,2,2017Q2,0,359.79999999999995,359.79999999999995,44,2,2,2.5,campinas,SP,4.5,1,0,0.23,garden
3d39fbf22a665714baf62fae36029e23,2017Q2,1,3,2017Q3,0,224.9,584.6999999999999,8,1,1,5.6,campinas,SP,5.0,0,0,0.12,toys_leisure
3d39fbf22a665714baf62fae36029e23,2017Q3,4,7,2017Q4,0,1694.6,2279.2999999999997,39,2,4,8.6,campinas,SP,5.0,0,0,0.33,toys_leisure
3d39fbf22a665714baf62fae36029e23,2017Q4,1,8,,1,224.9,2504.2,36,1,1,11.7,campinas,SP,5.0,0,0,3.01,toys_leisure
3d3ccf2b2f8134b10dce9dd446f0e075,2018Q2,2,2,2018Q3,0,176.3,176.3,6,1,2,0.3,ibitinga,SP,2.5,0,1,10.97,home
3d3ccf2b2f8134b10dce9dd446f0e075,2018Q3,1,3,,1,432.3,608.6,51,1,1,3.4,ibitinga,SP,5.0,0,0,27.11,home
3d4824f20035949c710eaf111f869d39,2018Q2,4,4,2018Q3,0,766.39,766.39,2,1,4,0.9,sorocaba,SP,5.0,0,0,12.08,books_media
3d4824f20035949c710eaf111f869d39,2018Q3,5,9,,1,278.5,1044.8899999999999,38,2,5,3.9,sorocaba,SP,5.0,2,0,0.41,automotive
3d49bfdd1b43a7fe169b3740067acc61,2018Q2,1,1,2018Q3,0,80.0,80.0,0,1,1,0.0,montes claros,MG,5.0,0,0,72.0,tools
3d49bfdd1b43a7fe169b3740067acc61,2018Q3,2,3,,1,135.0,215.0,39,2,2,3.1,montes claros,MG,4.5,0,0,0.38,tools
3d4b1ae7539303b5704493798893e82c,2017Q4,2,2,2018Q1,0,311.0,311.0,20,1,2,0.8,sao paulo,SP,5.0,0,0,24.88,electronics
3d4b1ae7539303b5704493798893e82c,2018Q1,4,6,,1,823.0,1134.0,31,1,4,3.8,sao paulo,SP,5.0,0,0,12.1,electronics
3d5d0dc7073a299e31fa718ce1bc00b6,2018Q2,11,11,2018Q3,0,413.3,413.3,3,1,9,0.6,rio de janeiro,RJ,5.0,0,0,0.44,beauty_health
3d5d0dc7073a299e31fa718ce1bc00b6,2018Q3,11,22,,1,289.4,702.7,55,2,8,3.6,rio de janeiro,RJ,5.0,1,3,0.64,beauty_health
3d621842b2ed28e2b474132480edac3c,2017Q3,3,3,2017Q4,0,408.98,408.98,10,2,3,2.0,sao paulo,SP,5.0,2,0,0.51,automotive
3d621842b2ed28e2b474132480edac3c,2017Q4,5,8,,1,464.95,873.9300000000001,31,1,4,5.1,sao paulo,SP,5.0,1,0,12.17,automotive
3d62f86afa7c73be2628a3be1423f5a0,2017Q4,1,1,2018Q1,0,6.0,6.0,18,1,1,0.6,jacarei,SP,4.0,0,0,0.21,books_media
3d62f86afa7c73be2628a3be1423f5a0,2018Q1,1,2,,1,6.0,12.0,81,1,1,3.6,jacarei,SP,4.0,1,0,12.7,books_media
3d68c634a99a1ba46dbca3967a69c623,2018Q3,2,2,,1,594.0,594.0,59,2,2,2.3,nova trento,SC,5.0,0,0,10.97,others
3d700782d7818f2c1e0d7a9e9d75fc00,2017Q2,2,2,2017Q3,0,99.8,99.8,4,2,2,2.3,sertanopolis,SP,5.0,0,0,12.15,pet
3d700782d7818f2c1e0d7a9e9d75fc00,2017Q3,1,3,,1,49.9,149.7,81,1,1,5.3,sertanopolis,SP,1.0,0,1,0.25,pet
3d871de0142ce09b7081e2b9d1733cb1,2017Q1,23,23,2017Q2,0,2101.3,2101.3,0,1,17,0.9,campo limpo paulista,SP,5.0,0,0,0.19,office
3d871de0142ce09b7081e2b9d1733cb1,2017Q2,85,108,2017Q3,0,6711.900000000001,8813.2,0,3,57,3.9,campo limpo paulista,SP,5.0,0,1,0.23,office
3d871de0142ce09b7081e2b9d1733cb1,2017Q3,188,296,2017Q4,0,14250.6,23063.800000000003,1,3,77,7.0,campo limpo paulista,SP,5.0,0,7,0.28,office
3d871de0142ce09b7081e2b9d1733cb1,2017Q4,314,610,2018Q1,0,30917.8,53981.6,0,3,86,10.0,campo limpo paulista,SP,5.0,78,31,0.31,office
3d871de0142ce09b7081e2b9d1733cb1,2018Q1,271,881,2018Q2,0,26252.2,80233.8,0,3,71,13.0,campo limpo paulista,SP,5.0,69,25,0.26,office
3d871de0142ce09b7081e2b9d1733cb1,2018Q2,116,997,2018Q3,0,11122.6,91356.4,2,3,58,16.1,campo limpo paulista,SP,5.0,7,3,0.38,office
3d871de0142ce09b7081e2b9d1733cb1,2018Q3,56,1053,,1,5551.1,96907.5,35,2,34,19.1,campo limpo paulista,SP,5.0,2,1,0.51,office
3d8fa2f5b647373c8620330c4e077a9f,2018Q2,24,24,2018Q3,0,2130.34,2130.34,1,3,21,2.0,sao paulo,SP,5.0,3,1,0.39,garden
3d8fa2f5b647373c8620330c4e077a9f,2018Q3,17,41,,1,1400.3799999999999,3530.7200000000003,46,2,14,5.1,sao paulo,SP,5.0,1,0,0.25,garden
3da38366e7bd9baf6369071f782ecdf0,2018Q1,1,1,,1,59.47,59.47,86,1,1,2.9,fortaleza,CE,1.0,1,1,13.01,automotive
3db66a856d18a9cba7c9241fc5221c50,2017Q2,10,10,2017Q3,0,1414.0,1414.0,33,2,10,2.4,ponte nova,MG,4.5,1,0,0.41,toys_leisure
3db66a856d18a9cba7c9241fc5221c50,2017Q3,18,28,2017Q4,0,1668.0,3082.0,0,3,16,5.4,ponte nova,MG,5.0,11,5,0.32,toys_leisure
3db66a856d18a9cba7c9241fc5221c50,2017Q4,29,57,2018Q1,0,2436.7000000000003,5518.700000000001,33,2,21,8.5,ponte nova,MG,4.0,3,0,0.29,toys_leisure
3db66a856d18a9cba7c9241fc5221c50,2018Q1,9,66,2018Q2,0,769.1,6287.8,1,2,8,11.5,ponte nova,MG,5.0,6,1,0.31,toys_leisure
3db66a856d18a9cba7c9241fc5221c50,2018Q2,19,85,2018Q3,0,2481.1,8768.9,2,3,17,14.5,ponte nova,MG,5.0,2,4,0.51,automotive
3db66a856d18a9cba7c9241fc5221c50,2018Q3,7,92,,1,1248.8000000000002,10017.7,53,2,7,17.6,ponte nova,MG,5.0,0,0,25.36,automotive
3dbbce181edfaa4a597ec858c382d2ec,2017Q2,3,3,2017Q3,0,179.7,179.7,34,2,3,2.5,curitiba,PR,5.0,1,0,0.19,books_media
3dbbce181edfaa4a597ec858c382d2ec,2017Q3,8,11,2017Q4,0,409.3,589.0,1,3,8,5.5,curitiba,PR,5.0,0,1,0.2,books_media
3dbbce181edfaa4a597ec858c382d2ec,2017Q4,5,16,,1,242.39999999999998,831.4,20,2,5,8.6,curitiba,PR,5.0,0,0,0.19,books_media
3dc69bf2c42f0568a5c4791ec3fd3745,2017Q4,1,1,2018Q1,0,150.0,150.0,47,1,1,1.6,sao paulo,SP,5.0,0,0,20.77,beauty_health
3dc69bf2c42f0568a5c4791ec3fd3745,2018Q1,1,2,,1,150.0,300.0,43,1,1,4.6,sao paulo,SP,3.0,0,0,0.24,beauty_health
3ded4e2d5f135cb103e5949d7263d2dd,2018Q1,1,1,,1,49.9,49.9,44,1,1,1.5,pouso alegre,MG,5.0,0,0,16.3,electronics
3df020b72d3d44b3af9d110fa3940b65,2017Q3,13,13,2017Q4,0,998.0,998.0,4,3,11,2.6,jales,SP,4.0,2,2,0.28,home
3df020b72d3d44b3af9d110fa3940b65,2017Q4,13,26,2018Q1,0,1147.7,2145.7,8,3,10,5.7,jales,SP,4.0,0,5,0.49,home
3df020b72d3d44b3af9d110fa3940b65,2018Q1,11,37,2018Q2,0,1097.8,3243.5,1,3,10,8.7,jales,SP,4.0,0,2,0.39,home
3df020b72d3d44b3af9d110fa3940b65,2018Q2,11,48,2018Q3,0,1347.3,4590.8,0,3,11,11.7,jales,SP,5.0,0,3,0.35,home
3df020b72d3d44b3af9d110fa3940b65,2018Q3,7,55,,1,848.3,5439.1,42,2,7,14.8,jales,SP,5.0,1,0,0.22,home
3dfd3dc96f7f8598eca74e9ac8a2fa31,2017Q4,4,4,2018Q2,0,108.0,108.0,13,2,4,1.6,sao paulo,SP,5.0,0,0,0.27,home
3dfd3dc96f7f8598eca74e9ac8a2fa31,2018Q2,2,6,,1,100.0,208.0,14,2,2,7.6,sao paulo,SP,3.0,0,1,0.33,home
3e35a8bb43569389d3cebef0ce820f69,2018Q2,1,1,,1,55.8,55.8,79,1,1,2.6,sao paulo,SP,5.0,0,0,0.38,food_drink
3e46a38ee171c503c3b4a3f23fe3bf0c,2018Q2,1,1,,1,59.9,59.9,8,1,1,0.3,sorocaba,SP,5.0,0,0,0.33,beauty_health
3e51f9cbe317bc3a88f2c76583811ee4,2018Q3,1,1,,1,76.09,76.09,47,1,1,1.6,sao paulo,SP,5.0,0,0,0.14,beauty_health
3e8bd881d92466e63ba9e3e809cd3c50,2018Q1,4,4,2018Q2,0,959.59,959.59,6,2,4,1.4,rio de janeiro,RJ,5.0,0,3,15.35,electronics
3e8bd881d92466e63ba9e3e809cd3c50,2018Q2,3,7,,1,647.8,1607.3899999999999,66,1,3,4.5,rio de janeiro,RJ,5.0,0,0,6.22,electronics
3ea00e1dea2b0659dbaf654735929220,2017Q1,2,2,2017Q2,0,150.0,150.0,3,2,2,1.2,curitiba,PR,5.0,0,0,17.44,others
3ea00e1dea2b0659dbaf654735929220,2017Q2,2,4,2017Q3,0,130.0,280.0,40,2,2,4.3,curitiba,PR,5.0,0,0,17.49,others
3ea00e1dea2b0659dbaf654735929220,2017Q3,1,5,2017Q4,0,75.0,355.0,42,1,1,7.3,curitiba,PR,5.0,0,0,42.61,others
3ea00e1dea2b0659dbaf654735929220,2017Q4,1,6,2018Q1,0,75.0,430.0,52,1,1,10.4,curitiba,PR,5.0,0,0,27.69,others
3ea00e1dea2b0659dbaf654735929220,2018Q1,1,7,,1,75.0,505.0,17,1,1,13.4,curitiba,PR,4.0,0,0,29.03,others
3ea08c48e851106d2f584349daba335f,2018Q2,1,1,,1,170.0,170.0,17,1,1,0.6,barbacena,MG,4.0,0,0,0.29,baby
3ef37b7ca6dd2b80bd8af81a62504996,2017Q1,1,1,2017Q3,0,350.0,350.0,29,1,1,1.0,sao paulo,SP,4.0,0,0,0.12,others
3ef37b7ca6dd2b80bd8af81a62504996,2017Q3,1,2,,1,350.0,700.0,29,1,1,7.1,sao paulo,SP,5.0,0,0,72.0,others
3f0e48d209018b466fcd3bb4ccfeb520,2017Q3,3,3,2017Q4,0,1599.6999999999998,1599.6999999999998,10,2,3,2.0,curitiba,PR,5.0,0,0,0.24,pet
3f0e48d209018b466fcd3bb4ccfeb520,2017Q4,3,6,2018Q1,0,2099.6,3699.2999999999997,14,2,3,5.0,curitiba,PR,4.0,0,0,0.38,pet
3f0e48d209018b466fcd3bb4ccfeb520,2018Q1,3,9,,1,1699.6999999999998,5399.0,69,1,3,8.0,curitiba,PR,3.0,0,0,20.96,pet
3f2af2670e104d1bcb54022274daeac5,2017Q3,1,1,2017Q4,0,179.0,179.0,1,1,1,0.0,terra boa,PR,5.0,0,1,0.24,home
3f2af2670e104d1bcb54022274daeac5,2017Q4,2,3,2018Q1,0,238.9,417.9,25,1,2,3.1,terra boa,PR,2.5,0,0,24.65,home
3f2af2670e104d1bcb54022274daeac5,2018Q1,2,5,2018Q2,0,377.9,795.8,59,1,2,6.1,terra boa,PR,2.5,0,0,2.58,home
3f2af2670e104d1bcb54022274daeac5,2018Q2,1,6,,1,177.8,973.5999999999999,42,1,1,9.1,terra boa,PR,5.0,0,0,1.34,home
3f3486b61f45078d4f31ee5e43d8c5bb,2017Q4,2,2,2018Q1,0,109.8,109.8,4,1,2,0.9,sao paulo,SP,4.0,0,0,0.17,gifts_market
3f3486b61f45078d4f31ee5e43d8c5bb,2018Q1,21,23,2018Q2,0,2131.11,2240.9100000000003,6,3,21,3.9,sao paulo,SP,5.0,1,3,0.49,gifts_market
3f3486b61f45078d4f31ee5e43d8c5bb,2018Q2,4,27,2018Q3,0,398.99,2639.9000000000005,12,3,4,6.9,sao paulo,SP,5.0,0,0,0.27,gifts_market
3f3486b61f45078d4f31ee5e43d8c5bb,2018Q3,12,39,,1,1393.6299999999999,4033.53,44,2,9,10.0,sao paulo,SP,5.0,1,2,15.42,gifts_market
3f8034bfc6b8b4135534975d49f04c63,2017Q1,4,4,2017Q2,0,534.0,534.0,15,3,4,2.4,curitiba,PR,4.5,0,0,0.07,baby
3f8034bfc6b8b4135534975d49f04c63,2017Q2,4,8,,1,410.0,944.0,37,2,3,5.4,curitiba,PR,1.0,0,0,0.17,baby
3f84fefc07dc159b268d4a77d3e8c425,2018Q2,3,3,,1,200.6,200.6,1,2,3,1.8,fazenda rio grande,PR,5.0,1,0,0.48,beauty_health
3f995f07c49d0d55a99d5c54957f7d81,2017Q2,17,17,2017Q3,0,1798.8,1798.8,3,3,16,2.6,itapecerica da serra,SP,5.0,0,0,0.3,automotive
3f995f07c49d0d55a99d5c54957f7d81,2017Q3,12,29,2017Q4,0,1248.9,3047.7,15,3,11,5.7,itapecerica da serra,SP,5.0,0,0,0.26,automotive
3f995f07c49d0d55a99d5c54957f7d81,2017Q4,4,33,2018Q1,0,496.0,3543.7,41,2,4,8.7,itapecerica da serra,SP,3.5,0,0,0.2,automotive
3f995f07c49d0d55a99d5c54957f7d81,2018Q1,1,34,2018Q2,0,79.0,3622.7,73,1,1,11.7,itapecerica da serra,SP,4.0,0,1,0.18,electronics
3f995f07c49d0d55a99d5c54957f7d81,2018Q2,2,36,2018Q3,0,118.0,3740.7,3,1,2,14.8,itapecerica da serra,SP,4.5,0,0,45.71,automotive
3f995f07c49d0d55a99d5c54957f7d81,2018Q3,7,43,,1,413.0,4153.7,41,2,6,17.8,itapecerica da serra,SP,5.0,0,0,0.26,automotive
3f9be91358837bff69df67edfa3e42e8,2018Q1,2,2,2018Q2,0,174.9,174.9,0,1,2,0.0,londrina,PR,5.0,0,0,0.81,pet
3f9be91358837bff69df67edfa3e42e8,2018Q2,5,7,,1,394.8,569.7,49,2,4,3.1,londrina,PR,5.0,0,0,0.53,pet
3f9c56764fabca627406093dcb3ef0b4,2018Q1,5,5,2018Q2,0,649.5,649.5,5,2,5,2.3,rio de janeiro,RJ,5.0,2,0,0.23,toys_leisure
3f9c56764fabca627406093dcb3ef0b4,2018Q2,2,7,,1,259.8,909.3,67,1,2,5.3,rio de janeiro,RJ,5.0,0,0,37.61,toys_leisure
3fac58ce0ad699020c7944d53c41329c,2018Q2,2,2,2018Q3,0,229.8,229.8,19,2,2,1.0,sao paulo,SP,3.5,1,0,1.06,home
3fac58ce0ad699020c7944d53c41329c,2018Q3,8,10,,1,1015.15,1244.95,41,2,7,4.1,sao paulo,SP,5.0,0,3,0.23,tools
3fadb4cba4c35bce6a7eaf9872d5623a,2017Q2,3,3,,1,209.5,209.5,30,2,3,2.8,caxias do sul,RS,4.0,0,0,72.0,beauty_health
3fd1e727ba94cfe122d165e176ce7967,2017Q4,8,8,2018Q1,0,424.20000000000005,424.20000000000005,15,1,8,1.0,araraquara,SP,4.0,0,1,0.31,toys_leisure
3fd1e727ba94cfe122d165e176ce7967,2018Q1,25,33,2018Q2,0,2198.3,2622.5,13,3,18,4.0,araraquara,SP,5.0,0,5,0.41,toys_leisure
3fd1e727ba94cfe122d165e176ce7967,2018Q2,2,35,,1,229.8,2852.3,87,1,2,7.0,araraquara,SP,4.0,0,1,0.46,toys_leisure
3fe7120d6257285ac6a3ce7cb071ccec,2018Q1,2,2,,1,199.98,199.98,80,1,2,2.8,governador valadares,MG,3.5,1,0,0.17,beauty_health
3fefda3299e6dfaea3466ef346a3571a,2017Q3,1,1,,1,209.0,209.0,50,1,1,1.7,curitiba,PR,4.0,0,0,16.67,electronics
4003520d80d0bad1d5623f7aa3c63cda,2017Q3,1,1,,1,70.0,70.0,4,1,1,0.1,rio de janeiro,RJ,1.0,0,0,0.23,baby
402916f742e5c740cc751493d9cf5053,2018Q3,9,9,,1,1252.0,1252.0,37,1,8,1.9,guanhaes,MG,5.0,0,0,0.3,beauty_health
403aa86912527d730337ffcb0fb096ab,2017Q1,2,2,2017Q3,0,5899.98,5899.98,49,2,2,2.0,belo horizonte,MG,4.0,1,0,26.88,electronics
403aa86912527d730337ffcb0fb096ab,2017Q3,3,5,2017Q4,0,794.97,6694.95,17,2,3,8.1,belo horizonte,MG,4.0,0,0,0.24,toys_leisure
403aa86912527d730337ffcb0fb096ab,2017Q4,5,10,,1,1649.94,8344.89,46,2,5,11.2,belo horizonte,MG,5.0,0,0,18.03,electronics
4049512728d969bec69f84088b012416,2017Q2,1,1,2017Q4,0,60.6,60.6,68,1,1,2.3,belo horizonte,MG,5.0,0,0,0.28,toys_leisure
4049512728d969bec69f84088b012416,2017Q4,3,4,2018Q1,0,156.09,216.69,26,2,3,8.4,belo horizonte,MG,5.0,0,0,25.95,others
4049512728d969bec69f84088b012416,2018Q1,3,7,,1,173.14999999999998,389.84,59,1,3,11.4,belo horizonte,MG,5.0,0,0,0.18,toys_leisure
404e1ba01358af4cd63f679b2c4d1fa1,2017Q3,2,2,2017Q4,0,49.8,49.8,25,2,2,1.3,juiz de fora,MG,5.0,0,0,0.44,security_services
404e1ba01358af4cd63f679b2c4d1fa1,2017Q4,2,4,2018Q2,0,149.9,199.7,39,1,2,4.4,juiz de fora,MG,5.0,0,0,0.24,home
404e1ba01358af4cd63f679b2c4d1fa1,2018Q2,1,5,2018Q3,0,29.9,229.60000000000002,2,1,1,10.4,juiz de fora,MG,5.0,0,0,0.34,pet
404e1ba01358af4cd63f679b2c4d1fa1,2018Q3,2,7,,1,119.6,349.20000000000005,71,1,2,13.5,juiz de fora,MG,5.0,0,0,0.65,pet
406740ee611378a662d274c7d8c43c4a,2018Q1,4,4,2018Q2,0,1472.0,1472.0,3,1,4,0.8,vitoria,ES,5.0,0,2,0.37,electronics
406740ee611378a662d274c7d8c43c4a,2018Q2,4,8,,1,830.0,2302.0,78,1,4,3.8,vitoria,ES,5.0,0,0,0.35,electronics
406822777a0b9eb5c50e442dd4cd3ec5,2017Q4,8,8,2018Q1,0,643.0,643.0,12,3,7,2.1,tatui,SP,5.0,0,0,1.1,toys_leisure
406822777a0b9eb5c50e442dd4cd3ec5,2018Q1,14,22,2018Q2,0,839.5,1482.5,3,3,12,5.1,tatui,SP,3.0,0,6,0.33,toys_leisure
406822777a0b9eb5c50e442dd4cd3ec5,2018Q2,14,36,2018Q3,0,1466.79,2949.29,1,3,10,8.1,tatui,SP,5.0,1,0,0.29,toys_leisure
406822777a0b9eb5c50e442dd4cd3ec5,2018Q3,6,42,,1,713.5,3662.79,52,2,6,11.2,tatui,SP,5.0,0,0,0.29,toys_leisure
4091f77d8c768fc3e81c20761471761d,2018Q1,6,6,2018Q2,0,914.0,914.0,39,2,6,2.8,sao paulo,SP,2.5,0,2,14.29,baby
4091f77d8c768fc3e81c20761471761d,2018Q2,1,7,2018Q3,0,90.0,1004.0,82,1,1,5.8,sao paulo,SP,3.0,0,0,2.72,baby
4091f77d8c768fc3e81c20761471761d,2018Q3,1,8,,1,75.0,1079.0,54,1,1,8.9,sao paulo,SP,4.0,0,0,2.54,baby
40d54b51e962dbe09cabbcfd33298dee,2017Q3,7,7,2017Q4,0,1872.89,1872.89,13,2,6,2.8,santo andre,SP,5.0,0,0,0.26,beauty_health
40d54b51e962dbe09cabbcfd33298dee,2017Q4,3,10,2018Q1,0,1003.8,2876.69,28,3,3,5.9,santo andre,SP,5.0,0,0,48.07,beauty_health
40d54b51e962dbe09cabbcfd33298dee,2018Q1,6,16,2018Q2,0,1228.3799999999999,4105.07,0,3,6,8.9,santo andre,SP,5.0,3,0,0.2,beauty_health
40d54b51e962dbe09cabbcfd33298dee,2018Q2,12,28,2018Q3,0,2402.68,6507.75,4,3,12,11.9,santo andre,SP,5.0,0,0,0.32,beauty_health
40d54b51e962dbe09cabbcfd33298dee,2018Q3,2,30,,1,784.5,7292.25,36,1,2,15.0,santo andre,SP,3.0,0,0,0.21,beauty_health
40db9e9aa57f7bb151bcda6b0f9bdbb7,2018Q1,1,1,2018Q2,0,1780.0,1780.0,50,1,1,1.7,recife,PE,1.0,1,0,24.0,automotive
40db9e9aa57f7bb151bcda6b0f9bdbb7,2018Q2,5,6,2018Q3,0,13290.0,15070.0,2,2,5,4.7,recife,PE,1.0,1,1,24.06,automotive
40db9e9aa57f7bb151bcda6b0f9bdbb7,2018Q3,5,11,,1,12068.0,27138.0,44,2,5,7.8,recife,PE,1.5,2,0,24.08,automotive
40ec8ab6cdafbcc4f544da38c67da39a,2018Q3,2,2,,1,117.8,117.8,51,1,2,2.0,francisco beltrao,PR,5.0,0,0,0.21,home
411f3b52d857390502ee4e4d5ceabc2d,2018Q2,10,10,2018Q3,0,1372.48,1372.48,6,3,10,2.7,ribeirao pires,SP,5.0,0,2,0.28,tools
411f3b52d857390502ee4e4d5ceabc2d,2018Q3,9,19,,1,543.27,1915.75,39,2,7,5.8,ribeirao pires,SP,5.0,3,5,1.51,tools
4125d9385a25e82d2f72d3a0fd55bc3f,2018Q3,1,1,,1,42.9,42.9,60,1,1,2.0,santos,SP,5.0,0,0,0.26,home
412a4720f3e9431b4afa1476a1acddbe,2017Q3,2,2,2017Q4,0,143.9,143.9,4,1,2,0.7,campinas,SP,3.5,0,0,15.97,toys_leisure
412a4720f3e9431b4afa1476a1acddbe,2017Q4,3,5,2018Q1,0,102.8,246.7,28,2,3,3.7,campinas,SP,5.0,0,0,0.41,toys_leisure
412a4720f3e9431b4afa1476a1acddbe,2018Q1,3,8,2018Q2,0,322.8,569.5,7,2,3,6.7,campinas,SP,4.0,0,1,61.44,toys_leisure
412a4720f3e9431b4afa1476a1acddbe,2018Q2,7,15,2018Q3,0,915.7,1485.2,23,3,7,9.8,campinas,SP,5.0,0,0,0.36,toys_leisure
412a4720f3e9431b4afa1476a1acddbe,2018Q3,6,21,,1,572.9,2058.1,48,2,6,12.8,campinas,SP,4.0,0,0,18.71,home
4170f6a9367e6b5d6401d03ce6d54569,2017Q4,4,4,,1,568.78,568.78,11,3,4,2.4,brasilia df,DF,5.0,1,1,0.38,electronics
417a1e6c7321084d2a0ae0d023cfad93,2018Q1,1,1,,1,48.9,48.9,59,1,1,2.0,imigrante,RS,5.0,0,0,2.0,home
41958cbd3335433c8740300e8cd600d5,2018Q2,1,1,,1,32.99,32.99,26,1,1,0.9,sao paulo,SP,5.0,0,0,0.52,small_appliances
41ab63a91b8b264e8c8780368bf1dd5b,2017Q4,2,2,2018Q1,0,139.89,139.89,76,1,2,2.9,belo horizonte,MG,3.5,0,0,13.82,electronics
41ab63a91b8b264e8c8780368bf1dd5b,2018Q1,4,6,2018Q2,0,1056.48,1196.37,5,2,4,5.9,belo horizonte,MG,5.0,0,0,0.21,small_appliances
41ab63a91b8b264e8c8780368bf1dd5b,2018Q2,5,11,2018Q3,0,1226.58,2422.95,5,3,5,8.9,belo horizonte,MG,5.0,1,0,7.64,small_appliances
41ab63a91b8b264e8c8780368bf1dd5b,2018Q3,1,12,,1,149.0,2571.95,80,1,1,12.0,belo horizonte,MG,5.0,0,0,0.29,gifts_market
41b14765bd56c8ad10971074380f9c0c,2018Q1,1,1,2018Q2,0,34.5,34.5,11,1,1,0.4,santo andre,SP,5.0,0,0,12.27,electronics
41b14765bd56c8ad10971074380f9c0c,2018Q2,4,5,2018Q3,0,207.0,241.5,4,3,4,3.4,santo andre,SP,3.5,0,0,0.42,electronics
41b14765bd56c8ad10971074380f9c0c,2018Q3,3,8,,1,154.0,395.5,63,1,3,6.5,santo andre,SP,5.0,1,0,2.9,electronics
41b39e28db005d9731d9d485a83b4c38,2017Q1,34,34,2017Q2,0,3572.15,3572.15,1,3,25,2.4,santo andre,SP,5.0,11,0,0.25,home
41b39e28db005d9731d9d485a83b4c38,2017Q2,39,73,2017Q3,0,3501.1000000000004,7073.25,3,3,29,5.4,santo andre,SP,5.0,3,7,0.23,home
41b39e28db005d9731d9d485a83b4c38,2017Q3,43,116,2017Q4,0,4385.3,11458.550000000001,1,3,33,8.5,santo andre,SP,5.0,1,1,0.71,home
41b39e28db005d9731d9d485a83b4c38,2017Q4,37,153,2018Q1,0,4297.2,15755.75,7,3,31,11.5,santo andre,SP,5.0,0,1,0.34,home
41b39e28db005d9731d9d485a83b4c38,2018Q1,23,176,2018Q2,0,1439.9,17195.65,5,3,21,14.5,santo andre,SP,4.0,0,3,0.32,home
41b39e28db005d9731d9d485a83b4c38,2018Q2,8,184,2018Q3,0,494.2,17689.850000000002,16,3,8,17.6,santo andre,SP,4.0,0,0,0.32,home
41b39e28db005d9731d9d485a83b4c38,2018Q3,3,187,,1,194.6,17884.45,41,2,3,20.6,santo andre,SP,4.5,0,1,10.06,home
41b86b552e54e3a7009596125aa8b167,2017Q1,6,6,2017Q2,0,763.1,763.1,1,1,3,0.4,sao paulo,SP,5.0,0,0,0.22,toys_leisure
41b86b552e54e3a7009596125aa8b167,2017Q2,4,10,,1,832.2,1595.3000000000002,82,1,3,3.4,sao paulo,SP,5.0,0,0,0.18,toys_leisure
41c2bad7229b0c25e6becf179ebf63ff,2017Q4,9,9,2018Q1,0,340.0,340.0,0,2,8,1.1,natal,RN,5.0,0,0,8.49,books_media
41c2bad7229b0c25e6becf179ebf63ff,2018Q1,10,19,2018Q3,0,408.0,748.0,65,1,9,4.1,natal,RN,5.0,0,0,0.19,books_media
41c2bad7229b0c25e6becf179ebf63ff,2018Q3,1,20,,1,34.0,782.0,72,1,1,10.2,natal,RN,5.0,0,0,0.23,books_media
41c9d3997dd3c072c31139dc5bb5761f,2017Q1,3,3,,1,998.8,998.8,26,3,3,2.1,araxa,MG,4.0,2,0,24.11,office
41da412d33e8da4f22baf55cb1bde82c,2018Q1,7,7,2018Q2,0,394.5,394.5,10,3,7,2.2,domingos martins,ES,4.0,0,0,29.73,toys_leisure
41da412d33e8da4f22baf55cb1bde82c,2018Q2,8,15,,1,543.4,937.9,10,3,8,5.2,domingos martins,ES,5.0,0,0,0.79,toys_leisure
41e0fa5761c886a630994a55c12087e7,2018Q2,5,5,,1,677.4,677.4,16,3,5,2.9,guaruja,SP,5.0,0,0,23.82,beauty_health
4200ddf1967c5e41e48db62bc6d4b5ac,2017Q3,6,6,2017Q4,0,202.79999999999998,202.79999999999998,1,2,6,1.4,sao bernardo do campo,SP,5.0,0,0,0.21,home
4200ddf1967c5e41e48db62bc6d4b5ac,2017Q4,7,13,2018Q1,0,287.29999999999995,490.0999999999999,2,3,7,4.4,sao bernardo do campo,SP,5.0,0,0,1.98,home
